1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
-14.410137059884656,-5.457438081776438,-6.194684311063176,-8.495602881321222,-6.115406799749688,-6.303546506271086,-9.07270077564509,-5.2060475539638915,-7.030646128414055,-9.015877499134275,-9.302061459058907,-6.715460184437733,-9.22224827846018,-9.79452567125128,-6.822571443638737,-8.207967582137384,-10.159272877120253,-5.6523228781233525,-6.406754495056718,-7.99616457160094,-6.979783746281597,-7.05011312369587,-8.359206643696766,-8.915060915082751,-7.736481599317246,-8.86068284027184
-1.253715615422792e-05,-4.546579125079728e-05,-7.677086502521682e-05,7.994838098234111e-05,-1.1216625660611985e-06,0.0008470850821841659,-2.4579693205927162e-05,6.140526070849102e-05,3.1287402455366166e-05,0.00021781469890339708,-3.8302186188878246e-05,0.0010621626916568615,-6.819840433004248e-05,-4.734620480189702e-06,0.00015350940724900066,4.984445846388072e-05,9.814787300454493e-06,-3.333255525699652e-05,-0.00022059628045927629,0.00013587550769267965,0.0011275878139853815,0.0006942969091548895,0.0010430376705342775,-7.655524430005301e-05,0.0006306277915994749,-7.069798055483198e-05
-3.1442925830154096e-06,-1.1402725502683688e-05,-1.9253972633119275e-05,2.0050886999789146e-05,-2.813106292782137e-07,0.0002124471697035485,-6.164535727999793e-06,1.5400311157395834e-05,7.846815200505738e-06,5.462747163783629e-05,-9.606108312406317e-06,0.0002663881850277744,-1.7104017392037725e-05,-1.1874329294561738e-06,3.849983877512813e-05,1.2500886096065762e-05,2.461528159423585e-06,-8.35973525242544e-06,-5.532508648347102e-05,3.4077293590049034e-05,0.00028279666908513775,0.00017412821496458109,0.00026159166966772886,-1.919989540551609e-05,0.00015816013323744076,-1.773090588952405e-05
-2.266607519355411e-05,-8.219815008676718e-05,-0.00013879496896518432,0.00014453963822884462,-2.0278672252990684e-06,0.0015314552943231545,-4.443792257088795e-05,0.00011101530836638129,5.656487068842265e-05,0.00039378981029492753,-6.924698245407314e-05,0.0019202966877611446,-0.00012329671431153153,-8.559777233123795e-06,0.0002775315011492944,9.011439513295786e-05,1.7744271844785362e-05,-6.0262327002686824e-05,-0.0003988186649990493,0.0002456509623428578,0.002038579552232753,0.0012552277211820338,0.0018857203323654704,-0.0001384051456663754,0.0011401195588311365,-0.00012781572819043464
-2.2043342644738607e-05,-7.993982070792639e-05,-0.00013498168660159898,0.000140568525605647,-1.972153171803065e-06,0.0014893797673209488,-4.3217025677594304e-05,0.00010796525027977598,5.5010795454978955e-05,0.0003829707456721692,-6.734447619688471e-05,0.0018675380499885473,-0.00011990923427763339,-8.324604101109312e-06,0.000269906541926685,8.76385731617239e-05,1.725676196322892e-05,-5.860666707158954e-05,-0.00038786143655738245,0.00023890189579316948,0.0019825711859984673,0.0012207413290084177,0.0018339116527018194,-0.00013460257339064824,0.0011087956726810717,-0.0001243040918124663
-2.606053196632291e-05,-9.450809192211437e-05,-0.0001595808138194092,0.00016618580103941078,-2.3315593105324346e-06,0.0017608050494786415,-5.1092917136539766e-05,0.0001276408892023154,6.503598916695984e-05,0.00045276351779311656,-7.961736579466824e-05,0.0022078790787040028,-0.00014176155056476713,-9.841683939692928e-06,0.0003190944394030876,0.00010360986871052045,2.0401642528802384e-05,-6.928717414929733e-05,-0.0004585454905276893,0.00028243949170825126,0.002343875908517403,0.0014432098134994668,0.0021681245906698993,-0.0001591326108353076,0.0013108631271449378,-0.00014695732904171675
-2.1184449712370342e-05,-7.682505957000995e-05,-0.00012972228386546312,0.00013509143825549794,-1.8953105419002147e-06,0.00143134783557796,-4.1533125077311495e-05,0.00010375851122482323,5.2867364479876355e-05,0.00036804874078125654,-6.47204778509252e-05,0.0017947716253183298,-0.00011523711192736933,-8.000245688578892e-06,0.00025938995081823226,8.422383918494622e-05,1.6584372520105802e-05,-5.6323127186191486e-05,-0.00037274887164551754,0.00022959336427281482,0.0019053226304143796,0.001173176578207211,0.0017624554410710402,-0.00012935794235507386,0.0010655927527773604,-0.00011946072900487984
-2.442174415459635e-05,-8.85650547903371e-05,-0.00014954575033687348,0.00015573539021990912,-2.184941774565519e-06,0.0016500787658546873,-4.7879995390484196e-05,0.00011961433265418446,6.0946272713452226e-05,0.0004242919833091678,-7.4610715553057e-05,0.002069039037810338,-0.00013284703179993862,-9.222800499096526e-06,0.00029902853749628013,9.709447638329665e-05,1.9118707738427605e-05,-6.493012661661077e-05,-0.00042971036306503683,0.0002646785957620121,0.0021964838569653164,0.0013524551560285185,0.002031784466912484,-0.00014912573210310633,0.0012284309450864743,-0.00013771607947754184
-2.2946114928164865e-05,-8.321370959325948e-05,-0.00014050978310683532,0.0001463254278544633,-2.0529215585139795e-06,0.0015503764498634605,-4.498695384067891e-05,0.00011238690434104909,5.7263730603135754e-05,0.0003986550899268891,-7.010253006981953e-05,0.0019440219851612807,-0.00012482004726009673,-8.665533422686477e-06,0.00028096040744536414,9.122775997821408e-05,1.7963502617486538e-05,-6.1006869051414374e-05,-0.0004037460762143481,0.00024868598405345874,0.002063766236383606,0.0012707360804786612,0.0019090184383216261,-0.00014011514353471694,0.0011542057548744986,-0.00012939489363038398
-1.3375316040486278e-05,-4.8505364336991854e-05,-8.190330963282244e-05,8.529325545689624e-05,-1.1966502711753888e-06,0.0009037161656141548,-2.6222945679508623e-05,6.5510452164875e-05,3.337909257720286e-05,0.0002323764975294549,-4.0862843137309864e-05,0.0011331725881507217,-7.275774506998472e-05,-5.0511491182945586e-06,0.0001637721355533823,5.317676326439119e-05,1.0470945755077846e-05,-3.5560972162685116e-05,-0.00023534403912697837,0.0001449593380824099,0.001202971646036637,0.0007407134817218258,0.001112768981571324,-8.167327378510373e-05,0.0006727878246710726,-7.542442813292485e-05
